employee_id,age,experience_years,role,work_hours_per_day,days_worked_per_week,overtime_hours,lunch_break_minutes,coffee_breaks_per_day,punctuality_score,attendance_rate,late_arrivals,biometric_match_score,emails_sent,emails_received,email_response_time,after_hours_emails,meetings_per_week,meeting_hours,meeting_acceptance_rate,declined_meetings,focus_time_hours,messages_sent,messages_received,after_hours_messages,response_time_minutes,reactions_given,status_available_percentage,status_busy_percentage,status_away_percentage,commits_per_week,prs_created,prs_reviewed,code_review_time_hours,pr_merge_rate,avg_pr_size_lines,github_pr_merge_time,tasks_assigned,tasks_completed_per_week,task_completion_rate,overdue_tasks,avg_task_completion_time,hours_logged,projects_active,context_switches_per_day,bugs_reported,bugs_fixed,document_edits,shared_files,work_pattern_consistency,after_hours_activity_ratio,communication_balance,meeting_to_work_ratio,code_commit_consistency,task_velocity,collaboration_score,peer_interaction_frequency,message_after_hours_ratio,email_after_hours_ratio,weekend_work_hours,daily_active_hours,work_life_balance_score,days_off_taken,sick_days,tools_used,tool_switch_frequency,training_hours,documentation_contributions,team_size,one_on_ones_conducted,deliverables_completed,quality_score,average_email_length,average_message_length,sentiment_email_score,sentiment_chat_score,voluntary_contributions,initiative_score,unique_contacts_per_week,cross_team_interactions,code_review_comments_received,refactoring_commits,blocked_time_hours,dependency_wait_time_hours,new_ideas_proposed,experiments_run,avg_first_response_time_hours,response_rate,meeting_preparation_score,meeting_participation_score,interruptions_per_day,deep_work_blocks,concurrent_tasks,task_switching_rate,urgent_tasks_percentage,tasks_completed_early,mentor_hours_per_week,knowledge_base_contributions,process_compliance_score,documentation_quality_score,morning_productivity_score,afternoon_productivity_score,informal_chats_per_week,team_engagement_score,self_directed_work_percentage,decision_making_authority_score,feedback_received_count,feedback_given_count,new_technologies_learned,skill_utilization_score,burnout_risk_score,wellbeing_score,efficiency_score
EMP106,48,4,Senior Developer,9.43,6,1.48,30,2,96.73,98.05,0,89.2,35,66,14.21,4,2,1.47,45.11,1,8.69,9,19,0,3.86,6,75.8,28.04,-3.84,7,1,2,0.73,55.72,106,9.44,9,8,88.89,0,16.76,45.75,2,9.88,1,1,6,7,60.08,0.0889,0.25,0.1555,0.9,0.1414,5.0,2.83,0.0,0.1111,0.0,9.68,86.58,1,0,4,54.86,0.22,1,0,0,8.5,88.89,173.67,17.0,78.81,65.16,0,66.81,7,2,7,2,0.97,3.1,0,0,5.1,87.17,38.32,83.14,0,4,1,1.0472,22.24,2,1.01,0,36.97,66.13,63.19,28.32,3,59.36,66.77,23.71,2,0,0,71.67,0.275,81.4,79.85
EMP107,35,7,Developer,6.85,6,8.58,45,0,73.84,87.1,2,90.51,11,15,30.61,3,1,0.66,59.27,0,5.99,38,59,12,3.8,22,55.9,11.28,32.81,11,3,0,0.0,70.43,20,6.15,1,1,100.0,0,19.42,41.9,2,8.99,0,0,1,5,71.1,0.3,3.17,0.0968,0.63,0.0243,9.0,10.0,0.3077,0.25,3.94,8.28,97.76,0,0,4,45.98,0.14,1,0,0,2.5,66.57,93.08,10.72,60.23,77.33,2,52.17,3,1,9,1,0.21,0.62,1,0,11.49,90.54,76.79,86.84,3,2,1,1.3128,31.77,0,0.34,1,70.4,89.89,70.01,29.63,2,44.4,58.03,83.24,1,3,0,71.91,0.2833,71.65,63.86
EMP108,28,6,Developer,9.87,6,2.95,45,2,94.23,76.43,0,93.8,6,30,22.76,0,7,7.09,87.84,0,7.94,46,89,5,11.59,20,81.0,25.1,-6.1,3,1,2,1.79,85.83,76,3.79,3,1,33.33,0,13.54,58.6,1,3.77,5,5,8,0,65.23,0.0943,6.57,0.718,0.89,0.0169,7.33,11.33,0.1064,0.0,0.0,10.36,81.12,2,1,4,26.57,0.04,0,0,0,1.5,91.58,64.63,31.84,77.58,60.4,2,21.04,5,2,3,0,0.1,3.73,1,0,7.74,71.41,57.81,71.65,5,3,4,0.3823,13.37,0,0.26,0,95.93,75.58,47.9,53.75,4,46.96,51.41,79.05,1,2,0,53.13,0.4019,69.55,42.66
EMP109,40,15,QA Engineer,7.88,5,3.3,30,1,58.12,76.02,4,93.7,10,5,14.97,2,3,3.0,67.25,0,6.78,24,55,4,5.9,18,75.61,13.49,10.91,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,30.0,31.53,1,3.2,0,0,3,0,64.48,0.1714,2.18,0.3807,0.0,0.0,6.0,8.4,0.16,0.1818,0.0,8.54,95.7,0,0,5,42.09,0.56,0,0,0,0.0,90.64,64.04,46.44,50.14,58.41,3,41.59,7,3,0,0,0.3,0.64,1,1,6.26,89.72,76.28,62.63,4,3,1,0.4057,30.88,0,0.09,1,91.14,34.11,55.83,45.43,2,64.86,69.89,86.33,0,1,1,53.82,0.1709,80.54,9.15
EMP110,38,12,Tech Lead,6.35,5,4.67,30,3,76.08,99.33,2,90.16,30,19,7.91,4,2,2.53,75.17,0,5.34,14,30,3,6.18,3,74.16,11.97,13.88,8,1,5,3.4,94.75,44,9.53,5,2,40.0,1,10.07,32.9,1,2.65,3,3,4,2,51.94,0.1556,0.45,0.3987,0.9,0.063,3.33,4.4,0.2,0.129,0.0,7.28,100.0,1,0,6,51.51,0.09,0,0,0,2.5,77.74,119.88,16.52,59.59,30.37,2,29.19,2,0,3,2,0.4,2.5,2,0,2.66,87.75,62.94,45.44,2,2,1,0.4183,24.78,1,0.63,0,94.76,74.05,75.79,52.63,3,82.24,56.54,45.22,0,1,0,85.03,0.1892,92.45,53.56
EMP111,32,1,Manager,9.7,5,1.3,60,1,80.04,81.56,1,99.11,24,39,5.91,3,9,5.47,60.55,3,7.61,34,71,3,3.98,21,60.01,21.99,18.0,0,0,2,1.0,0.0,0,0.0,2,1,50.0,0,8.85,44.9,3,14.53,0,0,1,0,77.48,0.1017,1.36,0.5637,0.0,0.0206,7.67,11.4,0.0857,0.12,0.0,9.96,84.31,1,1,6,89.22,0.18,0,3,3,1.0,90.01,287.18,29.96,76.81,94.53,3,78.17,6,2,0,0,0.93,1.42,0,1,2.35,57.88,49.58,38.63,4,3,1,1.498,28.23,0,0.0,0,83.27,52.9,49.01,43.29,0,44.05,41.26,73.14,3,3,0,55.22,0.3094,64.28,12.02
EMP112,32,2,Senior Developer,7.98,5,4.88,30,3,83.08,95.97,1,96.99,13,22,23.74,3,1,0.73,69.87,0,7.33,23,37,4,3.82,14,70.08,20.16,9.77,8,1,5,2.18,87.82,20,19.41,3,3,100.0,0,8.51,33.29,3,6.25,2,1,2,1,53.65,0.1892,1.64,0.0919,0.73,0.0752,6.67,8.4,0.1667,0.2143,0.0,8.95,92.36,0,0,5,67.73,0.04,1,0,0,3.5,70.7,103.85,31.51,86.54,49.65,3,71.88,2,0,5,1,0.53,0.58,0,1,12.36,92.75,70.41,74.09,2,3,4,0.7828,35.7,1,0.0,1,58.23,60.56,31.09,14.84,2,74.81,76.02,64.97,0,0,1,60.04,0.3167,86.97,70.79
EMP113,32,1,QA Engineer,7.74,5,0.57,45,2,94.62,87.62,0,86.98,9,7,14.93,0,4,4.21,95.62,0,6.15,13,25,2,24.62,5,60.79,22.37,16.84,0,0,1,0.5,0.0,0,0.0,1,1,100.0,0,10.59,31.15,1,4.65,1,1,4,7,42.06,0.087,1.3,0.5434,0.0,0.0258,4.33,3.8,0.1429,0.0,0.0,7.86,100.0,1,0,3,33.14,0.58,0,5,5,1.0,71.27,121.4,41.63,83.2,62.69,5,49.82,9,4,0,0,0.06,1.05,1,0,8.36,73.38,32.75,59.24,1,3,1,0.601,39.87,0,0.0,1,78.37,69.91,87.96,38.16,1,85.8,66.2,63.35,0,2,0,73.52,0.1967,97.24,18.32
EMP114,40,9,Manager,8.46,5,13.24,30,1,81.79,80.84,1,92.47,24,31,10.9,6,3,3.57,81.94,0,7.25,25,46,8,2.05,6,60.28,29.57,10.15,0,0,1,0.5,0.0,0,0.0,11,9,81.82,0,30.0,36.21,1,4.79,7,6,9,4,77.37,0.28,1.0,0.4216,0.0,0.2127,3.67,6.4,0.3077,0.24,3.67,11.11,75.11,1,0,3,35.87,0.48,1,0,0,9.0,83.13,112.18,16.72,87.54,43.04,0,64.15,8,2,0,0,0.07,0.72,0,0,5.64,65.55,83.79,41.63,2,3,4,0.5663,32.71,5,0.45,0,77.81,82.98,47.02,40.42,3,60.13,55.11,48.82,0,1,0,69.86,0.3951,67.99,1.34
EMP115,48,19,Senior Developer,6.0,6,0.91,45,1,81.45,94.1,1,86.75,22,31,34.1,4,3,4.45,82.23,0,4.51,29,46,9,1.95,12,77.82,10.39,11.79,6,1,1,0.51,90.19,87,11.2,13,7,53.85,2,13.94,32.32,2,6.1,1,0,5,0,60.84,0.25,1.26,0.742,0.71,0.1944,4.33,7.0,0.3,0.1739,0.0,6.15,100.0,0,0,4,52.66,0.31,2,5,5,7.5,76.36,132.36,37.49,80.01,38.83,1,77.23,15,7,4,1,0.28,0.95,2,0,16.7,76.62,57.63,54.17,2,2,2,1.0166,16.88,2,0.62,0,87.66,70.61,52.26,39.6,1,87.68,55.38,39.41,2,1,0,81.65,0.2423,87.02,67.77
EMP116,48,14,Tech Lead,8.16,5,0.38,45,3,69.78,70.83,3,87.66,8,17,18.65,1,8,9.56,74.25,2,5.5,43,91,9,7.49,26,67.65,29.34,3.0,3,1,5,2.11,73.48,62,9.51,4,4,100.0,0,18.0,39.49,2,8.19,0,0,4,1,94.42,0.1923,4.78,1.1719,0.79,0.098,10.67,14.8,0.2045,0.1111,0.0,8.24,98.1,1,0,5,72.35,0.04,0,0,0,4.5,45.15,99.1,22.0,68.03,86.91,3,74.15,2,0,6,0,0.61,0.62,4,2,9.61,95.46,63.56,84.28,5,2,2,1.003,27.41,1,0.13,0,63.54,64.37,55.21,30.03,3,79.94,75.58,24.67,0,1,0,60.77,0.6387,76.27,52.66
EMP117,25,2,Developer,8.59,5,0.75,45,3,96.08,87.91,0,89.91,13,41,6.27,0,13,8.79,88.79,1,6.08,35,45,4,49.08,13,63.77,25.48,10.75,16,3,4,4.47,53.39,352,4.54,5,3,60.0,0,22.29,40.13,3,11.17,0,0,3,1,93.23,0.0816,2.5,1.0233,0.8,0.0699,6.0,10.4,0.1111,0.0,0.0,8.74,94.09,0,0,7,56.74,0.22,1,5,5,4.5,65.91,71.7,10.87,69.39,64.0,0,42.5,8,1,18,4,1.18,0.79,2,1,2.21,92.44,69.63,57.53,1,3,2,1.3007,24.97,1,0.0,1,67.81,81.94,64.96,19.47,2,53.65,56.87,37.87,1,2,0,86.11,0.4615,71.92,54.97
EMP118,42,12,Designer,7.33,5,2.93,45,1,90.4,98.85,0,95.92,14,24,11.91,3,7,9.07,65.41,2,4.76,32,57,8,6.97,19,63.8,10.66,25.54,0,0,2,1.0,0.0,0,0.0,4,2,50.0,0,22.61,25.84,2,4.95,1,0,2,5,67.12,0.234,2.13,1.2379,0.0,0.0546,8.67,10.6,0.2424,0.2,0.0,7.91,100.0,0,1,4,49.93,0.46,1,0,0,2.0,82.99,206.51,30.7,77.83,73.24,2,23.74,6,2,0,0,0.63,0.82,1,0,3.98,78.58,25.3,60.75,4,2,3,0.6759,13.86,0,0.08,0,72.31,66.22,80.45,58.16,6,64.63,50.8,72.07,3,1,0,86.88,0.4575,79.17,1.67
EMP119,35,3,Tech Lead,9.95,5,3.3,45,2,70.86,98.96,2,94.41,13,37,8.97,1,1,1.22,74.29,0,8.96,49,119,13,14.54,36,59.16,28.5,12.34,4,1,2,1.23,76.0,58,3.06,3,1,33.33,0,30.0,52.02,1,4.93,1,1,5,1,49.12,0.2222,3.5,0.1223,0.97,0.0201,13.0,17.4,0.26,0.0714,0.0,10.61,79.1,0,1,3,28.93,0.85,1,5,5,1.5,73.26,218.79,32.42,93.19,67.02,2,38.9,1,0,3,0,0.53,1.78,2,0,4.75,67.73,58.62,83.07,7,4,2,0.4954,36.86,0,0.0,5,59.08,85.37,61.47,37.9,11,72.27,72.24,76.33,0,0,0,87.1,0.3562,80.48,48.5
EMP120,28,2,Tech Lead,8.58,5,8.74,60,2,90.24,95.31,0,99.3,26,31,32.3,2,5,3.67,78.28,1,6.84,10,20,2,8.09,3,72.39,12.31,15.3,1,1,1,1.22,74.02,35,4.72,4,4,100.0,0,2.21,42.45,2,4.2,1,1,2,3,70.8,0.1081,0.37,0.4276,0.84,0.0933,2.33,2.8,0.1818,0.0741,5.19,10.32,81.4,0,1,5,73.77,0.73,0,0,0,4.5,79.66,167.42,37.64,58.54,68.49,1,48.91,5,1,3,0,0.14,1.71,1,1,15.83,87.92,75.9,72.95,1,3,2,0.4894,16.85,1,0.0,0,68.67,60.55,46.11,61.66,2,68.04,70.67,82.45,1,2,0,65.22,0.3218,70.06,63.26
EMP121,40,6,Developer,7.54,5,2.44,45,3,80.06,85.84,1,85.85,8,29,28.58,2,2,2.45,71.91,0,6.3,43,106,9,7.61,14,66.47,13.65,19.89,18,5,5,1.99,80.42,1079,19.18,4,3,75.0,0,26.42,36.93,3,7.62,1,1,6,4,86.1,0.2115,4.78,0.325,0.78,0.0796,7.67,12.4,0.2045,0.2222,0.0,8.02,99.8,1,0,4,33.7,0.8,1,5,5,5.5,84.12,281.87,40.0,58.48,74.57,2,53.23,2,0,32,4,0.06,2.04,1,1,19.23,83.05,47.64,61.47,6,3,1,1.0117,28.91,1,1.02,0,54.13,58.36,65.36,20.79,1,59.43,41.77,19.47,1,0,0,79.95,0.3989,78.31,72.01
EMP122,42,11,Developer,9.54,5,2.17,45,2,67.65,97.69,3,92.92,5,21,11.34,0,3,3.23,77.91,0,8.14,39,71,6,3.34,14,56.65,24.39,18.96,13,2,1,0.86,84.21,86,29.9,3,2,66.67,0,26.39,51.33,2,4.37,1,1,0,0,56.39,0.1333,6.5,0.3383,0.79,0.0419,5.0,10.8,0.15,0.0,0.0,9.97,84.22,2,1,5,68.9,0.77,2,0,0,3.0,90.69,264.41,45.9,43.4,70.81,2,18.75,6,1,10,1,0.1,0.11,0,1,4.99,71.51,56.81,57.81,3,4,2,0.4585,18.28,0,0.31,1,76.61,69.72,81.99,27.79,16,82.86,38.19,47.72,0,3,1,46.8,0.1433,80.47,63.8
EMP123,30,1,Developer,10.36,5,0.33,30,1,80.32,91.45,1,92.58,2,26,24.04,0,2,1.7,78.56,0,9.52,26,37,8,2.81,5,72.25,27.8,-0.05,10,1,2,2.48,90.71,101,5.05,2,2,100.0,0,20.61,38.48,3,13.64,1,0,6,8,65.82,0.2759,8.67,0.1642,0.85,0.0386,5.0,6.6,0.2963,0.0,0.0,10.43,80.59,2,0,7,82.66,0.26,1,5,5,2.5,87.13,230.55,44.2,62.61,79.95,2,69.91,5,1,2,2,2.1,1.32,1,1,11.73,66.61,52.92,77.9,2,4,3,1.3167,14.75,1,0.0,1,97.08,48.48,60.6,82.31,5,80.4,54.47,54.32,0,3,0,78.32,0.2636,66.58,71.18
EMP124,30,6,Developer,10.24,5,0.31,30,1,88.91,81.94,1,94.82,11,46,12.31,1,7,4.25,86.43,0,8.89,12,25,3,5.38,4,62.61,16.69,20.7,23,3,0,0.0,74.35,414,6.2,4,2,50.0,0,26.57,40.48,3,13.75,2,1,2,2,84.01,0.1667,1.0,0.4155,0.83,0.0391,2.0,3.2,0.2308,0.0833,0.0,10.3,81.61,0,1,7,94.42,0.33,2,0,0,3.5,81.41,298.23,35.15,73.71,74.22,1,71.41,4,1,20,5,0.15,0.39,0,1,5.15,74.69,22.97,73.5,1,4,2,1.3437,35.3,0,0.23,1,46.42,53.2,55.91,41.21,3,69.17,77.34,41.02,2,1,0,45.18,0.1952,79.61,65.53
EMP125,35,3,Senior Developer,8.71,5,7.2,45,0,75.22,66.35,2,89.03,16,56,12.36,3,1,0.5,66.19,0,7.86,14,33,2,17.52,4,52.42,20.09,27.48,2,1,7,8.96,94.1,43,5.56,14,7,50.0,2,4.52,30.84,4,10.66,2,1,11,2,83.52,0.1613,0.82,0.0574,0.99,0.1607,4.33,5.0,0.1333,0.1765,2.92,10.15,82.78,1,1,6,82.88,0.09,0,12,12,7.5,61.13,172.49,24.21,87.64,75.2,2,44.09,6,1,7,0,1.27,1.4,2,0,5.52,88.79,50.04,42.68,2,3,2,1.2234,31.19,3,0.0,0,73.43,81.12,79.38,61.86,4,41.01,49.92,79.03,5,6,0,71.77,0.3473,68.23,65.5
EMP126,35,6,Manager,9.87,6,2.29,30,3,94.85,91.1,0,89.7,7,40,9.0,0,6,6.72,75.2,1,8.25,50,100,16,6.35,14,69.01,11.16,19.83,0,0,1,0.5,0.0,0,0.0,3,2,66.67,0,12.7,51.94,2,4.19,2,2,3,2,87.26,0.2759,6.25,0.6816,0.0,0.0338,5.67,10.83,0.3137,0.0,0.0,10.25,82.01,0,1,5,34.76,0.09,0,0,0,2.0,94.43,67.09,33.22,55.14,30.06,1,60.61,4,1,0,0,0.22,2.24,1,0,4.19,91.78,47.67,40.23,6,4,4,0.4249,10.1,0,0.24,2,79.46,17.81,62.79,43.13,4,37.72,71.36,75.75,1,1,0,52.7,0.5273,71.67,3.19
EMP127,35,2,Designer,7.02,5,13.47,45,2,95.14,94.81,0,85.9,6,14,4.72,0,5,6.72,87.82,0,4.93,20,43,5,17.23,14,81.63,11.97,6.4,0,0,0,0.0,0.0,0,0.0,2,1,50.0,0,28.39,26.35,2,4.02,0,0,6,3,81.51,0.1852,2.86,0.9567,0.0,0.0285,5.67,6.8,0.2381,0.0,3.2,9.72,86.27,0,1,7,104.4,0.37,0,3,3,1.0,85.33,100.38,36.05,56.72,84.19,0,51.61,2,0,0,0,0.43,1.01,2,1,2.44,97.45,56.48,47.81,2,2,1,0.5727,13.68,0,0.0,0,95.65,54.18,31.18,69.29,5,77.45,34.31,48.31,1,2,0,70.71,0.7106,63.08,9.08
EMP128,42,3,Senior Developer,9.72,5,3.61,45,1,59.64,87.51,4,90.21,9,21,9.8,1,2,2.68,81.36,0,8.44,13,22,4,9.07,3,63.76,20.1,16.14,2,1,4,4.95,88.35,294,3.25,3,2,66.67,0,30.0,52.25,2,9.39,1,1,8,4,91.81,0.2174,1.3,0.2755,0.79,0.0411,3.67,4.0,0.2857,0.1,0.0,10.45,80.44,0,0,4,27.12,0.04,2,0,0,2.5,91.5,108.0,25.96,55.97,64.83,1,70.35,4,0,3,0,0.19,1.16,0,1,4.28,83.67,51.67,42.56,1,4,2,0.9654,23.75,0,0.0,0,67.15,61.56,72.52,40.6,3,56.52,57.63,62.96,1,0,0,54.75,0.5804,70.53,56.93
EMP129,32,3,Developer,8.42,5,2.93,45,2,73.13,99.93,2,89.8,17,41,5.24,2,5,4.91,76.85,1,6.69,18,34,2,152.98,6,69.0,13.38,17.63,5,1,8,3.36,85.93,366,1.03,5,4,80.0,0,30.0,40.4,1,3.19,0,0,8,0,77.8,0.1111,1.0,0.5827,0.68,0.095,4.67,6.4,0.1053,0.1111,0.0,9.01,91.95,0,0,5,67.13,0.1,2,0,0,4.5,82.38,80.39,29.34,53.96,52.75,3,37.37,4,1,6,1,0.1,4.0,1,0,2.57,75.24,68.07,73.17,1,3,2,0.379,15.6,2,0.0,1,64.42,74.84,74.41,83.21,0,53.35,52.95,78.33,2,1,0,67.51,0.2814,84.96,62.59
EMP130,35,4,Senior Developer,9.64,5,0.4,45,2,57.39,97.74,4,91.39,27,18,15.33,2,4,4.14,61.18,1,8.06,44,64,15,15.42,19,69.65,17.34,13.01,7,1,2,1.82,64.23,284,6.9,4,3,75.0,0,8.65,46.11,1,4.9,2,1,6,4,57.59,0.2361,1.57,0.429,0.99,0.0622,8.33,13.0,0.3333,0.0714,0.0,9.72,86.23,0,1,5,33.24,0.12,1,0,0,3.5,57.45,216.98,48.67,81.54,76.53,2,67.23,5,1,5,0,0.34,1.65,0,0,7.7,76.29,32.64,57.19,3,4,1,0.5087,29.38,1,0.04,0,82.77,37.76,53.32,16.88,1,94.9,79.0,30.78,1,2,1,50.36,0.5492,75.43,58.37
EMP131,38,16,Developer,8.0,5,0.53,60,2,92.73,85.89,0,91.06,27,20,23.77,2,9,9.65,84.17,1,5.07,43,73,8,18.8,23,67.43,16.77,15.8,14,1,4,3.66,72.36,139,4.08,5,3,60.0,0,17.52,39.73,2,9.84,4,2,5,0,70.54,0.1408,1.54,1.2068,0.93,0.075,9.0,14.0,0.1818,0.0714,0.0,8.1,99.16,0,1,5,52.49,0.24,0,3,3,3.5,47.64,255.77,24.98,57.71,64.66,0,30.38,2,0,4,3,1.48,0.66,0,1,7.61,97.71,71.38,43.69,4,2,3,1.2295,33.63,1,0.18,0,86.77,33.81,34.46,21.35,5,62.12,31.88,32.52,2,1,0,67.82,0.3348,81.96,48.29
EMP132,32,3,Tech Lead,8.13,6,5.8,60,3,94.8,93.58,0,93.59,12,15,24.15,1,9,7.19,90.51,0,5.93,47,83,13,5.11,22,61.93,24.52,13.55,13,2,9,12.09,81.66,67,20.76,1,0,0.0,0,30.0,46.97,2,9.93,2,1,2,1,79.06,0.2333,3.62,0.8846,0.65,0.0,10.67,13.0,0.2708,0.0769,1.94,9.1,91.22,0,0,5,52.66,0.13,2,0,0,1.0,67.31,110.84,13.99,67.83,91.39,1,47.81,6,2,14,3,0.78,3.8,0,0,12.09,67.81,29.99,48.78,4,2,1,1.221,39.69,0,0.0,0,50.44,62.86,83.82,41.82,1,58.16,41.57,71.86,3,1,0,71.74,0.4681,76.51,32.96
EMP133,32,4,Developer,7.73,5,1.61,45,2,96.28,93.95,0,95.84,11,19,8.15,2,2,1.38,81.61,0,6.7,25,62,7,45.73,21,67.98,15.46,16.56,4,1,2,2.53,76.84,115,7.03,1,0,0.0,0,18.98,33.23,3,11.85,2,1,3,2,53.27,0.2432,2.08,0.1786,0.78,0.0,8.33,9.6,0.2692,0.1667,0.0,8.05,99.6,0,0,3,41.73,0.75,1,0,0,0.5,62.79,189.96,33.9,64.12,69.4,0,33.65,0,0,7,0,0.86,1.42,0,0,4.02,86.19,38.52,53.55,3,3,3,1.5328,28.17,0,0.08,0,55.2,71.97,68.93,33.76,2,65.8,52.95,70.33,2,2,0,67.29,0.2776,88.49,36.95
EMP134,38,8,Manager,8.26,5,0.53,45,0,79.73,80.59,2,93.31,5,35,22.62,0,3,3.51,55.54,1,6.81,14,23,4,5.21,7,61.19,29.03,9.78,0,0,1,0.5,0.0,0,0.0,1,0,0.0,0,3.01,37.63,2,8.57,4,5,7,5,37.67,0.2,2.33,0.4245,0.0,0.0,4.33,4.4,0.2667,0.0,0.0,8.37,97.06,1,1,4,27.6,0.63,0,0,0,0.0,91.23,90.86,20.08,64.59,75.3,1,69.63,0,0,0,0,0.32,1.23,3,0,11.58,82.54,84.82,77.49,1,3,1,1.0375,29.8,0,0.17,0,88.94,71.64,77.84,26.17,7,45.6,77.43,37.76,0,1,0,88.98,0.303,82.3,5.6
EMP135,42,14,Manager,6.39,5,11.94,30,3,73.72,87.86,2,98.35,8,24,3.22,0,3,3.64,88.47,0,5.16,32,47,6,20.03,12,67.37,28.32,4.31,0,0,2,1.0,0.0,0,0.0,1,1,100.0,0,4.49,32.63,2,9.89,2,2,5,1,89.68,0.1463,3.56,0.5695,0.0,0.0313,5.0,9.2,0.1818,0.0,3.27,8.78,93.75,0,0,5,28.78,1.2,3,8,8,1.0,83.26,211.65,46.14,82.92,79.6,3,65.58,6,2,0,0,0.83,1.34,0,0,1.7,91.54,51.87,59.31,3,2,4,1.5465,10.39,0,0.34,0,81.21,82.35,42.28,43.16,3,73.38,78.97,87.05,0,1,0,68.7,0.2715,85.79,10.35
EMP136,30,4,Senior Developer,8.36,5,0.12,30,2,82.36,98.53,1,94.86,22,20,4.15,3,7,4.85,88.45,0,6.89,23,53,3,15.56,10,84.29,29.66,-13.96,5,1,0,0.0,88.34,69,10.1,1,0,0.0,0,30.0,36.12,2,9.4,2,2,4,8,91.79,0.1304,1.0,0.5796,0.81,0.0,6.0,6.6,0.125,0.1304,0.0,8.39,96.9,2,0,5,56.99,0.44,0,0,0,0.5,73.68,136.02,46.55,67.33,61.38,1,67.61,4,1,2,0,0.16,0.12,1,1,1.67,83.55,41.88,60.89,4,3,2,1.124,23.08,0,0.36,0,78.47,66.57,32.14,35.8,7,52.95,35.45,29.46,1,5,0,42.54,0.3061,81.2,35.03
EMP137,32,1,Designer,7.28,5,5.1,60,0,78.59,77.46,2,88.24,30,20,39.9,5,4,2.97,83.12,0,5.68,18,44,3,1.14,7,82.28,24.98,-7.26,0,0,1,0.5,0.0,0,0.0,3,3,100.0,0,9.26,38.13,1,2.92,3,3,2,0,87.36,0.1633,0.58,0.4081,0.0,0.0824,2.67,5.2,0.1579,0.1613,2.39,8.3,97.62,2,1,6,76.22,0.42,1,0,0,3.0,79.16,258.64,19.15,93.24,27.46,3,39.28,1,0,0,0,0.31,2.59,0,0,21.98,87.73,77.67,43.05,2,2,1,0.4018,30.52,0,0.0,0,76.77,69.24,67.42,44.53,4,74.67,30.6,49.29,0,1,1,51.14,0.2217,73.42,0.0
EMP138,30,8,Tech Lead,9.34,5,0.65,45,2,84.89,98.92,1,93.63,19,55,2.55,1,3,4.18,95.54,0,7.75,28,38,3,6.96,10,80.78,24.81,-5.58,21,2,1,0.33,81.11,20,9.69,1,0,0.0,0,28.48,46.23,3,7.53,0,0,3,3,82.96,0.0833,1.4,0.4473,0.75,0.0,4.67,7.8,0.1034,0.05,0.0,9.47,88.24,2,0,3,33.83,0.3,1,0,0,1.0,83.23,113.47,11.99,50.88,77.42,2,53.8,5,1,7,5,1.28,1.73,0,0,1.75,90.31,19.22,52.98,2,3,3,0.8063,12.28,0,0.32,0,93.63,30.87,65.7,46.11,14,58.93,59.8,34.25,1,1,0,83.96,0.2063,75.15,48.39
EMP139,48,25,Developer,7.37,6,4.19,30,2,82.84,99.84,1,93.47,11,33,7.6,3,7,8.63,87.65,0,5.44,30,72,8,6.08,23,81.34,28.73,-10.07,4,1,3,4.46,71.61,56,3.15,3,1,33.33,0,30.0,46.43,3,6.73,3,3,5,1,57.63,0.2619,2.5,1.1701,0.67,0.0226,9.0,9.33,0.2581,0.25,0.0,8.07,99.43,0,0,6,87.29,0.01,0,0,0,1.5,83.32,217.2,18.7,61.24,67.43,2,48.07,1,0,3,0,0.8,1.41,1,3,2.65,75.03,65.67,65.55,4,2,3,0.9129,18.48,0,0.05,0,90.33,91.36,52.59,43.65,1,63.12,52.64,34.88,0,1,1,61.81,0.5354,71.95,36.42
EMP140,35,12,QA Engineer,8.27,5,11.88,30,3,81.02,83.14,1,95.24,15,14,14.91,3,2,2.3,65.78,0,7.31,34,63,8,5.28,11,50.21,14.31,35.48,0,0,2,1.0,0.0,0,0.0,1,0,0.0,0,23.49,32.36,1,4.45,1,1,12,4,67.14,0.22,2.12,0.2777,0.0,0.0,5.67,9.4,0.2286,0.1875,4.55,10.65,78.82,1,0,6,85.19,0.43,0,0,0,0.0,71.27,105.85,27.6,35.55,74.1,1,50.91,7,3,0,0,0.24,1.35,0,0,8.51,86.76,51.73,29.98,4,3,2,0.538,34.08,0,0.4,1,78.8,74.22,85.52,44.05,12,73.03,48.27,86.6,2,0,0,39.91,0.5811,65.87,4.59
EMP141,45,11,Developer,7.96,5,3.74,30,3,72.43,92.73,2,95.32,5,62,21.6,1,3,1.5,85.43,0,7.16,32,61,7,51.13,23,62.83,13.45,23.72,8,2,5,7.46,97.4,41,46.9,7,6,85.71,0,30.0,30.96,2,5.84,2,2,4,0,87.36,0.2105,5.33,0.1887,0.94,0.1508,9.33,12.0,0.2121,0.1667,0.0,8.71,94.33,0,0,5,56.63,0.2,1,0,0,7.0,62.68,90.88,12.38,67.5,42.69,2,73.37,1,0,8,0,0.02,1.07,1,1,9.9,77.42,79.17,23.81,2,3,1,0.7334,24.23,1,0.62,0,60.84,90.46,86.18,49.71,3,29.39,44.53,50.57,0,2,0,94.62,0.3339,77.69,75.28
